江苏省,淮安市,119.113185,33.551052
江苏省,盐城市,120.163107,33.347708
江苏省,扬州市,119.412939,32.394209
江苏省,镇江市,119.425836,32.187849
江苏省,泰州市,119.922933,32.455536
江苏省,宿迁市,118.275198,33.963232
浙江省,杭州市,120.209789,30.24692
浙江省,宁波市,121.622485,29.859971
浙江省,温州市,120.699361,27.993828
浙江省,嘉兴市,120.75547,30.746191
浙江省,湖州市,120.086809,30.89441
浙江省,绍兴市,120.580364,30.030192
浙江省,金华市,119.647229,29.079208
浙江省,衢州市,118.859457,28.970079
浙江省,舟山市,122.207106,29.985553
浙江省,台州市,121.42076,28.65638
浙江省,丽水市,119.922796,28.46763
安徽省,合肥市,117.227219,31.820591
安徽省,芜湖市,118.432941,31.352859
安徽省,蚌埠市,117.388512,32.91663
安徽省,淮南市,117.018399,32.587117
安徽省,马鞍山市,118.507011,31.67044
安徽省,淮北市,116.798265,33.955844
安徽省,铜陵市,117.81154,30.945515
安徽省,安庆市,117.115101,30.531919
安徽省,黄山市,118.338272,29.715185
安徽省,滁州市,118.327944,32.255636
安徽省,阜阳市,115.814504,32.890479
安徽省,宿州市,116.964195,33.647309
安徽省,六安市,116.520139,31.735456
安徽省,亳州市,115.77867,33.844592
安徽省,池州市,117.491592,30.664779
安徽省,宣城市,118.75868,30.940195
福建省,福州市,119.296389,26.074268
福建省,厦门市,118.089204,24.479664
福建省,莆田市,119.007777,25.454084
福建省,三明市,117.638678,26.263406
福建省,泉州市,118.675676,24.874132
福建省,漳州市,117.647093,24.513025
福建省,南平市,118.17771,26.641774
福建省,龙岩市,117.017295,25.075119
福建省,宁德市,119.547932,26.665617
江西省,南昌市,115.858198,28.682892
江西省,景德镇市,117.178222,29.268945
江西省,萍乡市,113.887083,27.658373
江西省,九江市,115.952914,29.662117
江西省,新余市,114.917346,27.817808
江西省,鹰潭市,117.042173,28.272537
江西省,赣州市,114.933546,25.830694
江西省,吉安市,114.966567,27.090763
江西省,宜春市,114.416785,27.815743
江西省,抚州市,116.358181,27.949217
江西省,上饶市,117.943433,28.454863
山东省,济南市,117.120098,36.6512
山东省,青岛市,120.382621,36.067131
山东省,淄博市,118.055019,36.813546
山东省,枣庄市,117.323725,34.810488
山东省,东营市,118.674614,37.433963
山东省,烟台市,121.447852,37.464539
山东省,潍坊市,119.161748,36.706962
山东省,济宁市,116.587282,35.414982
山东省,泰安市,117.087614,36.200252
山东省,威海市,122.120282,37.513412
山东省,日照市,119.526925,35.416734
山东省,莱芜市,117.676723,36.213813
山东省,临沂市,118.356414,35.104673
山东省,德州市,116.359381,37.436657
山东省,聊城市,115.985389,36.456684
山东省,滨州市,117.970699,37.38198
山东省,菏泽市,115.480656,35.23375
河南省,郑州市,113.625328,34.746611
河南省,开封市,114.307677,34.797966
河南省,洛阳市,112.453926,34.620202
河南省,平顶山市,113.192661,33.766169
河南省,安阳市,114.392392,36.097577
河南省,鹤壁市,114.297309,35.748325
河南省,新乡市,113.926763,35.303704
河南省,焦作市,113.241823,35.215893
河南省,濮阳市,115.029216,35.761829
河南省,许昌市,113.852454,34.035771
河南省,漯河市,114.016536,33.580873
河南省,三门峡市,111.200367,34.772792
河南省,南阳市,112.528308,32.990664
河南省,商丘市,115.656339,34.414961
河南省,信阳市,114.091193,32.147679
河南省,周口市,114.69695,33.626149
河南省,驻马店市,114.022247,33.012885
河南省,济源市,112.602256,35.067199
湖北省,武汉市,114.305469,30.593175
湖北省,黄石市,115.038962,30.201038
湖北省,十堰市,110.799291,32.629462
湖北省,宜昌市,111.286445,30.691865
湖北省,襄阳市,112.122426,32.009016
湖北省,鄂州市,114.894935,30.391141
湖北省,荆门市,112.199427,31.035395
湖北省,孝感市,113.957037,30.917766
湖北省,荆州市,112.239746,30.335184
湖北省,黄冈市,114.872199,30.453667
湖北省,咸宁市,114.322616,29.841362
湖北省,随州市,113.382515,31.690191
湖北省,恩施土家族苗族自治州,109.488172,30.272156
湖北省,潜江市,112.899762,30.402167
湖北省,神农架林区,110.675743,31.744915
湖北省,天门市,113.166078,30.663337
湖北省,仙桃市,113.423583,30.361438
湖南省,长沙市,112.938884,28.22808
湖南省,株洲市,113.133853,27.827986
湖南省,湘潭市,112.944026,27.829795
湖南省,衡阳市,112.572018,26.893368
湖南省,邵阳市,111.467674,27.23895
湖南省,岳阳市,113.12873,29.356803
湖南省,常德市,111.698784,29.031654
湖南省,张家界市,110.479148,29.117013
湖南省,益阳市,112.355129,28.554349
湖南省,郴州市,113.014984,25.770532
湖南省,永州市,111.613418,26.419641
湖南省,怀化市,110.001923,27.569517
湖南省,娄底市,111.994482,27.70027
湖南省,湘西土家族苗族自治州,109.738906,28.31195
广东省,广州市,113.264385,23.12911
广东省,韶关市,113.59762,24.810879
广东省,深圳市,114.057939,22.543527
广东省,珠海市,113.576677,22.270978
广东省,汕头市,116.681972,23.354091
广东省,佛山市,113.121435,23.021478
广东省,江门市,113.081542,22.57899
广东省,湛江市,110.356639,21.270145
广东省,茂名市,110.925439,21.662991
广东省,肇庆市,112.465091,23.047191
广东省,惠州市,114.415612,23.112381
广东省,梅州市,116.122523,24.288578
广东省,汕尾市,115.375431,22.78705
广东省,河源市,114.700961,23.743686
广东省,阳江市,111.982589,21.857887
广东省,清远市,113.056042,23.681774
广东省,东莞市,113.751799,23.020673
广东省,中山市,113.39277,22.517585
广东省,潮州市,116.622444,23.657262
广东省,揭阳市,116.372708,23.549701
广东省,云浮市,112.044491,22.915094
广东省,东沙群岛,116.887613,20.617825
海南省,白沙黎族自治县,109.451484,19.224823
海南省,保亭黎族苗族自治县,109.70259,18.63913
海南省,昌江黎族自治县,109.055739,19.298184
海南省,澄迈县,110.006754,19.738521
海南省,海口市,110.198286,20.044412
海南省,三亚市,109.511772,18.253135
海南省,三沙市,112.338695,16.831839
海南省,儋州市,109.580811,19.521134
海南省,定安县,110.359339,19.681404
海南省,东方市,108.651815,19.095351
海南省,乐东黎族自治县,109.173054,18.750259
海南省,临高县,109.690508,19.912025
海南省,陵水黎族自治县,110.037503,18.506048
海南省,琼海市,110.474497,19.259134
海南省,琼中黎族苗族自治县,109.838389,19.033369
海南省,屯昌县,110.103415,19.351765
海南省,万宁市,110.391073,18.795143
海南省,文昌市,110.797717,19.543422
海南省,五指山市,109.516925,18.775146
四川省,成都市,104.066794,30.572893
四川省,自贡市,104.778442,29.33903
四川省,攀枝花市,101.718637,26.582347
四川省,泸州市,105.442285,28.871805
四川省,德阳市,104.397894,31.126855
四川省,绵阳市,104.679004,31.467459
四川省,广元市,105.843357,32.435435
四川省,遂宁市,105.592803,30.53292
四川省,内江市,105.058432,29.580228
四川省,乐山市,103.765678,29.552115
四川省,南充市,106.110698,30.837793
四川省,眉山市,103.848403,30.076994
四川省,宜宾市,104.642845,28.752134
四川省,广安市,106.633088,30.456224
四川省,达州市,107.467758,31.209121
四川省,雅安市,103.042375,30.010602
四川省,巴中市,106.747477,31.867903
四川省,资阳市,104.627636,30.128901
四川省,阿坝藏族羌族自治州,102.224653,31.899413
四川省,甘孜藏族自治州,101.96231,30.04952
四川省,凉山彝族自治州,102.267712,27.88157
贵州省,贵阳市,106.630153,26.647661
贵州省,六盘水市,104.830458,26.592707
贵州省,遵义市,106.927389,27.725654
贵州省,安顺市,105.947594,26.253088
贵州省,毕节市,105.291702,27.283908
贵州省,铜仁市,109.189598,27.731514
贵州省,黔西南布依族苗族自治州,104.906397,25.087856
贵州省,黔东南苗族侗族自治州,107.982874,26.583457
贵州省,黔南布依族苗族自治州,107.522171,26.253275
云南省,昆明市,102.832891,24.880095
云南省,曲靖市,103.796167,25.489999
云南省,玉溪市,102.527197,24.347324
云南省,保山市,99.161761,25.112046
云南省,昭通市,103.717465,27.338257
云南省,丽江市,100.22775,26.855047
云南省,普洱市,100.966156,22.825155
云南省,临沧市,100.08879,23.883955
云南省,楚雄彝族自治州,101.527992,25.045513
云南省,红河哈尼族彝族自治州,103.374893,23.363245
云南省,文山壮族苗族自治州,104.216248,23.400733
云南省,西双版纳傣族自治州,100.796984,22.009113
云南省,大理白族自治州,100.267638,25.606486
云南省,德宏傣族景颇族自治州,98.584895,24.433353
云南省,怒江傈僳族自治州,98.8566,25.817555
云南省,迪庆藏族自治州,99.702583,27.818807
陕西省,西安市,108.93977,34.341574
陕西省,铜川市,108.945019,34.897887
陕西省,宝鸡市,107.237743,34.363184
陕西省,咸阳市,108.709136,34.32987
陕西省,渭南市,109.471094,34.52044
陕西省,延安市,109.494112,36.651381
陕西省,汉中市,107.02305,33.067225
陕西省,榆林市,109.734474,38.285369
陕西省,安康市,109.029113,32.68481
陕西省,商洛市,109.91857,33.872726
甘肃省,兰州市,103.834303,36.061089
甘肃省,嘉峪关市,98.289419,39.772554
甘肃省,金昌市,102.188117,38.520717
甘肃省,白银市,104.138771,36.545261
甘肃省,天水市,105.724979,34.580885
甘肃省,武威市,102.638201,37.928267
甘肃省,张掖市,100.449913,38.925548
甘肃省,平凉市,106.665061,35.542606
甘肃省,酒泉市,98.493927,39.732795
甘肃省,庆阳市,107.643571,35.70898
甘肃省,定西市,104.592225,35.606978
甘肃省,陇南市,104.960851,33.37068
甘肃省,临夏回族自治州,103.210655,35.601352
甘肃省,甘南藏族自治州,102.910995,34.983409
青海省,西宁市,101.778223,36.617134
青海省,海东市,102.104287,36.502039
青海省,海北藏族自治州,100.900997,36.954413
青海省,黄南藏族自治州,102.015248,35.519548
青海省,海南藏族自治州,100.622692,36.296529
青海省,果洛藏族自治州,100.244808,34.471431
青海省,玉树藏族自治州,97.091934,33.011674
青海省,海西蒙古族藏族自治州,97.369751,37.377139
内蒙古自治区,呼和浩特市,111.749995,40.842356
内蒙古自治区,包头市,109.953504,40.621157
内蒙古自治区,乌海市,106.794216,39.655248
内蒙古自治区,赤峰市,118.88694,42.257843
内蒙古自治区,通辽市,122.243444,43.652889
内蒙古自治区,鄂尔多斯市,109.781327,39.608266
内蒙古自治区,呼伦贝尔市,119.765558,49.211576
内蒙古自治区,巴彦淖尔市,107.387657,40.743213
内蒙古自治区,乌兰察布市,113.132584,40.994785
内蒙古自治区,兴安盟,122.037657,46.082462
内蒙古自治区,锡林郭勒盟,116.048222,43.933454
内蒙古自治区,阿拉善盟,105.728957,38.851921
广西壮族自治区,南宁市,108.366543,22.817002
广西壮族自治区,柳州市,109.428608,24.326291
广西壮族自治区,桂林市,110.179953,25.234479
广西壮族自治区,梧州市,111.279115,23.476962
广西壮族自治区,北海市,109.120161,21.481291
广西壮族自治区,防城港市,108.353846,21.68686
广西壮族自治区,钦州市,108.654146,21.979933
广西壮族自治区,贵港市,109.598926,23.11153
广西壮族自治区,玉林市,110.18122,22.654032
广西壮族自治区,百色市,106.618202,23.90233
广西壮族自治区,贺州市,111.566871,24.403528
广西壮族自治区,河池市,108.085261,24.692931
广西壮族自治区,来宾市,109.221465,23.750306
广西壮族自治区,崇左市,107.365094,22.377253
西藏自治区,拉萨市,91.172148,29.652341
西藏自治区,日喀则市,88.880583,29.266869
西藏自治区,昌都市,97.17202,31.140969
西藏自治区,林芝市,94.36149,29.649128
西藏自治区,山南市,91.773134,29.237137
西藏自治区,那曲地区,92.052064,31.476479
西藏自治区,阿里地区,80.105804,32.501111
宁夏回族自治区,银川市,106.230909,38.487193
宁夏回族自治区,石嘴山市,106.383303,38.983236
宁夏回族自治区,吴忠市,106.198913,37.997428
宁夏回族自治区,固原市,106.24261,36.015855
宁夏回族自治区,中卫市,105.196902,37.499972
新疆维吾尔自治区,阿拉尔市,81.280527,40.547653
新疆维吾尔自治区,北屯市,87.837075,47.332643
新疆维吾尔自治区,可克达拉市,81.044542,43.944798
新疆维吾尔自治区,昆玉市,79.291083,37.209642
新疆维吾尔自治区,石河子市,86.080602,44.306097
新疆维吾尔自治区,双河市,82.353656,44.840524
新疆维吾尔自治区,乌鲁木齐市,87.616848,43.825592
新疆维吾尔自治区,克拉玛依市,84.889207,45.579888
新疆维吾尔自治区,吐鲁番市,89.189752,42.951303
新疆维吾尔自治区,哈密市,93.515224,42.819541
新疆维吾尔自治区,昌吉回族自治州,87.308224,44.011182
新疆维吾尔自治区,博尔塔拉蒙古自治州,82.066363,44.906039
新疆维吾尔自治区,巴音郭楞蒙古自治州,86.145297,41.764115
新疆维吾尔自治区,阿克苏地区,80.260605,41.168779
新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,76.167819,39.714526
新疆维吾尔自治区,喀什地区,75.989741,39.47046
新疆维吾尔自治区,和田地区,79.922211,37.114157
新疆维吾尔自治区,伊犁哈萨克自治州,81.324136,43.916823
新疆维吾尔自治区,塔城地区,82.980316,46.745364
新疆维吾尔自治区,阿勒泰地区,88.141253,47.844924
新疆维吾尔自治区,铁门关市,85.501217,41.82725
新疆维吾尔自治区,图木舒克市,79.073963,39.868965
新疆维吾尔自治区,五家渠市,87.54324,44.166756
香港特别行政区,中西区,114.154373,22.281981
香港特别行政区,湾仔区,114.182915,22.276389
香港特别行政区,东区,114.226003,22.279693
香港特别行政区,南区,114.160012,22.245897
香港特别行政区,油尖旺区,114.173332,22.311704
香港特别行政区,深水埗区,114.163242,22.333854
香港特别行政区,九龙城区,114.192847,22.31251
香港特别行政区,黄大仙区,114.203886,22.336321
香港特别行政区,观塘区,114.214054,22.320838
香港特别行政区,荃湾区,114.121079,22.368306
香港特别行政区,屯门区,113.976574,22.393844
香港特别行政区,元朗区,114.032438,22.441428
香港特别行政区,北区,114.147364,22.496104
香港特别行政区,大埔区,114.171743,22.445653
香港特别行政区,西贡区,114.264645,22.314213
香港特别行政区,沙田区,114.195365,22.379532
香港特别行政区,葵青区,114.139319,22.363877
香港特别行政区,离岛区,113.94612,22.286408
澳门特别行政区,花地玛堂区,113.552896,22.20787
澳门特别行政区,花王堂区,113.548961,22.199207
澳门特别行政区,望德堂区,113.550183,22.193721
澳门特别行政区,大堂区,113.553647,22.188539
澳门特别行政区,风顺堂区,113.541928,22.187368
澳门特别行政区,嘉模堂区,113.558705,22.15376
澳门特别行政区,路凼填海区,113.569599,22.13663
澳门特别行政区,圣方济各堂区,113.559954,22.123486
